,TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
2909,Grand Park via Lake Eleanor,Mount Rainier Area,8.0,roundtrip,1100.0,5630.0,4.51,39,46.9962833333,-121.641333333,2020-12-28,499,https://www.wta.org/go-hiking/hikes/grand-park-via-lake-eleanor
2910,Goat Creek Loop,South Cascades,20.2,roundtrip,3200.0,5250.0,3.2,5,46.4306415721,-122.152810916,2020-09-20,12,https://www.wta.org/go-hiking/hikes/goat-creek-loop
2911,Smokey Bottom (West Lake Mills),Olympic Peninsula,4.0,roundtrip,500.0,800.0,3.75,4,48.0019166667,-123.604433333,2020-05-15,15,https://www.wta.org/go-hiking/hikes/lake-mills
2912,Kettle Crest South,Eastern Washington,5.0,roundtrip,900.0,6500.0,3.6,10,48.5011659996,-118.421158791,2020-08-01,26,https://www.wta.org/go-hiking/hikes/kettle-crest-south
2913,Lake James,Mount Rainier Area,22.0,roundtrip,3450.0,,3.0,5,46.9949,-121.9123,2018-07-30,11,https://www.wta.org/go-hiking/hikes/lake-james
2914,Klapatche Park,Mount Rainier Area,21.4,roundtrip,3300.0,6000.0,4.0,5,46.7354,-121.8566,2020-08-17,21,https://www.wta.org/go-hiking/hikes/klapatche-park
2915,Josephine Lake,Central Cascades,10.4,roundtrip,1800.0,5150.0,3.85,13,47.7464666667,-121.086516667,2020-10-11,103,https://www.wta.org/go-hiking/hikes/josephine-lake
2917,Barrier Peak,Mount Rainier Area,,,,,2.5,2,46.8624505096,-121.529903412,2020-06-22,7,https://www.wta.org/go-hiking/hikes/barrier-peak
2918,Pratt Mountain,Snoqualmie Region,12.0,roundtrip,3299.0,5099.0,4.5,4,47.3957928021,-121.477546692,2021-01-23,91,https://www.wta.org/go-hiking/hikes/pratt-mountain
2920,Charlia Lakes Way Trail,Olympic Peninsula,,,,,3.5,4,47.8337186,-123.0163316,2020-07-21,16,https://www.wta.org/go-hiking/hikes/charlia-lakes-way-trail
2921,Mount Olympus,Olympic Peninsula,,,,,4.0,2,47.8020288752,-123.708758354,2019-07-07,16,https://www.wta.org/go-hiking/hikes/mount-olympus
2922,Double Eagle Mine - Devils Lake,North Cascades,,,,,3.0,2,48.1135632325,-121.579084396,2015-01-25,3,https://www.wta.org/go-hiking/hikes/doubleeagle-mine-devils-lake
2923,Iron Mountain - Trout Creek,Central Cascades,,,,,2.0,2,47.8757746,-121.4609644,2016-03-31,6,https://www.wta.org/go-hiking/hikes/iron-mountain-trout-creek
2924,Dog Lake to Cramer Lake (Trail 1106),South Cascades,,,,,2.5,4,46.6579476,-121.3601653,2020-06-12,27,https://www.wta.org/go-hiking/hikes/dog-lake-to-cramer-lake-trail-1106
2925,West Fork Miller River,Central Cascades,,,,,2.8,5,47.6718609432,-121.39755249,2020-08-01,21,https://www.wta.org/go-hiking/hikes/west-fork-miller-river
2930,South Ingalls Peak,Snoqualmie Region,,,,,3.5,2,47.4358674974,-120.937242508,2020-09-20,37,https://www.wta.org/go-hiking/hikes/south-ingalls-peak
2937,Pine Marten Trail,South Cascades,,,,,3.25,4,48.6912841848,-122.453066111,2021-03-07,3,https://www.wta.org/go-hiking/hikes/pine-marten-trail
2938,Wahkeena Trail,Southwest Washington,,,,,4.33,3,45.57523973614581,-122.12812185287476,2021-01-20,12,https://www.wta.org/go-hiking/hikes/wahkeena-trail-420
2942,Stafford Lookout,Snoqualmie Region,,,,,4.0,2,47.355458,-120.834435,2020-11-01,21,https://www.wta.org/go-hiking/hikes/stafford-lookout
2946,Tam O'Shanter - Viewpoint Open Space Trails,Puget Sound and Islands,1.5,roundtrip,150.0,320.0,0.0,0,47.6244175334,-122.107694149,2021-02-27,9,https://www.wta.org/go-hiking/hikes/tam-oshanter-viewpoint-open-space-trails
2947,Thelma Gilmur Park,Puget Sound and Islands,1.2,roundtrip,,,0.0,0,47.2205008306,-122.520089149,2020-11-29,2,https://www.wta.org/go-hiking/hikes/thelma-gilmur-park
2948,Taylor Mountain - Boot Trail,Issaquah Alps,4.5,roundtrip,200.0,950.0,0.0,0,47.5071829838,-121.88020854,2021-04-10,5,https://www.wta.org/go-hiking/hikes/taylor-mountain-boot-trail
2949,Taylor Mountain - Sherwood Trail,Issaquah Alps,5.0,roundtrip,250.0,1250.0,0.0,0,47.432645228,-121.971223379,2020-08-22,3,https://www.wta.org/go-hiking/hikes/taylor-mountain-sherwood-trail
2950,Taylor Mountain - Mount Beaver Trail,Issaquah Alps,1.84,one-way,150.0,800.0,0.0,0,47.4147616779,-121.925673187,2021-04-10,3,https://www.wta.org/go-hiking/hikes/taylor-mountain-mountain-beaver-trail
2951,Taylor Mountain - Holder Ridge Trail,Issaquah Alps,1.57,one-way,425.0,900.0,2.0,1,47.4325944381,-121.970826569,2021-04-10,13,https://www.wta.org/go-hiking/hikes/taylor-mountain-holder-ridge-trail
2952,My Backyard,Puget Sound and Islands,,,,,5.0,1,47.4425,-121.9776,2020-06-10,54,https://www.wta.org/go-hiking/hikes/my-backyard
2953,Davis Peak,North Cascades,,,,7051.0,4.0,1,48.729351,-121.202932,2019-10-31,3,https://www.wta.org/go-hiking/hikes/davis-peak-1
2954,Olympic Discovery Trail,Olympic Peninsula,126.6,one-way,,,3.0,1,48.107276,-123.347486,2021-02-06,10,https://www.wta.org/go-hiking/hikes/olympic-discovery-trail-morse-creek-trailhead
2955,Monte Carlo via Middle Fork Camp,South Cascades,6.3,roundtrip,1860.0,4040.0,0.0,0,45.8572,-121.5961,2017-05-19,1,https://www.wta.org/go-hiking/hikes/monte-carlo-via-middle-fork-camp
2956,BPA Trail,Puget Sound and Islands,7.28,roundtrip,,420.0,4.0,1,47.294213,-122.343554,2020-11-30,3,https://www.wta.org/go-hiking/hikes/bpa-trail
2957,Bearpaw Mountain Lake,North Cascades,1.6,roundtrip,650.0,,0.0,0,48.9593,-121.807,2019-06-29,4,https://www.wta.org/go-hiking/hikes/bearpaw-mountain-lake-757
2958,Columbia Mountain,Eastern Washington,5.4,roundtrip,3348.0,6565.0,0.0,0,48.6592853753,-118.858782649,2021-04-15,20,https://www.wta.org/go-hiking/hikes/columbia-mountain
2959,Pacific Northwest Trail - Pasayten Traverse,North Cascades,119.0,one-way,21071.0,7490.0,0.0,0,48.9402,-119.7939,2019-07-12,1,https://www.wta.org/go-hiking/hikes/pacific-northwest-trail-pasayten-traverse
2960,Wallula Gap - East,Eastern Washington,3.5,trails,428.0,783.0,0.0,0,46.0514994809,-118.9363752,2021-02-05,9,https://www.wta.org/go-hiking/hikes/wallula-gap-east
2961,Salmon Creek Ravine Park,Puget Sound and Islands,5.0,trails,800.0,410.0,2.5,2,47.4896027858,-122.35927999,2020-05-06,8,https://www.wta.org/go-hiking/hikes/salmon-creek-ravine-park
2962,Ueland Tree Farm,Olympic Peninsula,7.0,trails,,,4.0,1,47.5794207238,-122.719430923,2021-02-24,24,https://www.wta.org/go-hiking/hikes/ueland-tree-farm
2963,Iron Peak Loop,Snoqualmie Region,14.5,roundtrip,3600.0,6387.0,3.55,11,47.4361,-120.9372,2020-07-17,105,https://www.wta.org/go-hiking/hikes/iron-peak-loop
2964,Highline SeaTac Botanical Garden,Puget Sound and Islands,2.0,trails,,,0.0,0,47.4794938744,-122.303634882,2020-08-08,5,https://www.wta.org/go-hiking/hikes/highline-seatac-botanical-garden
2965,Sky Country,Issaquah Alps,0.8,roundtrip,,,2.5,4,47.5311137,-122.1140837,2021-02-13,24,https://www.wta.org/go-hiking/hikes/sky-country
2966,Sherpa Peak,Snoqualmie Region,,,7400.0,8600.0,0.0,0,47.472078,-120.888698,2014-10-18,1,https://www.wta.org/go-hiking/hikes/sherpa-peak
2967,Domke Mountain,Central Cascades,7.2,roundtrip,3500.0,4067.0,0.0,0,48.2009478841,-120.596504429,2019-04-28,1,https://www.wta.org/go-hiking/hikes/domke-mountain
2968,Lake to Lake Trail,Puget Sound and Islands,10.0,one-way,,,3.5,2,47.5935148736,-122.11564254,2021-04-15,9,https://www.wta.org/go-hiking/hikes/lake-to-lake-trail
2969,Plains of Abraham - Windy Pass Loop,South Cascades,9.0,roundtrip,2000.0,4850.0,5.0,2,46.2489,-122.1361,2020-08-23,35,https://www.wta.org/go-hiking/hikes/plains-of-abraham-windy-pass-loop
2970,Badger Mountain - Canyon Trail,Central Washington,3.25,roundtrip,1195.0,1579.0,3.92,12,46.2383603758,-119.306363886,2021-01-26,36,https://www.wta.org/go-hiking/hikes/badger-mountain-canyon-trail
2971,Military Road,Issaquah Alps,1.4,roundtrip,410.0,1050.0,2.75,4,47.5354531114,-122.128698963,2021-03-13,42,https://www.wta.org/go-hiking/hikes/military-road
2972,Haynes Estate Conservation Area,Eastern Washington,1.2,roundtrip,,,0.0,0,47.7913189145,-117.384216785,2021-03-20,2,https://www.wta.org/go-hiking/hikes/haynes-estate-conservation-area
2973,Manastash Ridge - Prater Trail,Snoqualmie Region,,,,3580.0,0.0,0,46.9679,-120.6454,2019-04-14,1,https://www.wta.org/go-hiking/hikes/manastash-trail-prater-trail
2974,Deming Homestead Eagle Park,Puget Sound and Islands,0.7,trails,,220.0,0.0,0,48.8235788402,-122.182302475,2021-03-13,1,https://www.wta.org/go-hiking/hikes/deming-homestead-eagle-park
2975,Blue Heron Park,Eastern Washington,0.5,one-way,,,0.0,0,47.105523,-119.330353,2020-11-21,2,https://www.wta.org/go-hiking/hikes/blue-heron-park
2979,Tronsen Head,Central Cascades,,,,5980.0,3.0,3,47.4327323169,-120.598297119,2021-03-27,4,https://www.wta.org/go-hiking/hikes/tronsen-head-5980
2985,Earl Peak,Snoqualmie Region,7.5,roundtrip,3600.0,7036.0,3.5,10,47.3514986,-120.841222,2020-11-01,122,https://www.wta.org/go-hiking/hikes/earl-peak
2986,McAlester Trail,Central Cascades,,,,,2.25,4,48.5039500629,-120.716815379,2019-10-16,16,https://www.wta.org/go-hiking/hikes/mcalester-trail
2987,Scatter Peak,Snoqualmie Region,,,,7031.0,2.67,3,47.4789572883,-121.002409458,2015-05-09,4,https://www.wta.org/go-hiking/hikes/scatter-peak
2988,Tank Lakes,Central Cascades,23.0,roundtrip,4100.0,5804.0,2.5,8,47.6649696969,-121.288300045,2020-09-26,54,https://www.wta.org/go-hiking/hikes/tank-lakes
2991,Ptarmigan Ridge (Mount Rainier),Mount Rainier Area,,,,,2.5,4,46.9339596989,-121.863707991,2016-08-05,3,https://www.wta.org/go-hiking/hikes/ptarmigan-ridge-mount-rainier
2998,Mount Daniel,Snoqualmie Region,18.0,roundtrip,5100.0,7960.0,4.2,5,47.5434484,-121.0971175,2020-10-04,107,https://www.wta.org/go-hiking/hikes/mount-daniel
3002,Silver Falls - Grove of the Patriarchs Snowshoe,Mount Rainier Area,5.0,roundtrip,400.0,2500.0,3.5,2,46.7325899977,-121.569181681,2021-03-14,12,https://www.wta.org/go-hiking/hikes/silver-falls-grove-of-the-patriarchs-snowshoe
3003,Shark Reef Sanctuary,Puget Sound and Islands,1.0,roundtrip,40.0,60.0,3.0,4,48.462667,-122.937333,2020-09-19,15,https://www.wta.org/go-hiking/hikes/shark-reef-sanctuary
3004,Sahale Glacier,North Cascades,,,,,3.0,4,48.475545879,-121.075122803,2020-09-09,34,https://www.wta.org/go-hiking/hikes/sahale-glacier
3005,Rampart Ridge Snowshoe,Mount Rainier Area,4.5,roundtrip,1200.0,4050.0,3.33,3,46.7498494057,-121.813694,2021-04-16,54,https://www.wta.org/go-hiking/hikes/rampart-ridge-snowshoe
3007,Cady Ridge,Central Cascades,14.0,roundtrip,3015.0,5551.0,3.67,9,47.91825,-121.087383333,2020-09-28,97,https://www.wta.org/go-hiking/hikes/cady-ridge
3008,Buckskin Ridge,North Cascades,33.4,roundtrip,,7300.0,3.5,4,48.7337925,-120.6751729,2020-09-22,47,https://www.wta.org/go-hiking/hikes/buckskin-ridge
3009,Bridal Veil Falls,Central Cascades,4.0,roundtrip,1000.0,1600.0,3.92,60,47.8091924291,-121.573974788,2021-04-21,534,https://www.wta.org/go-hiking/hikes/bridal-veil-falls
3010,Boundary Way,North Cascades,8.2,roundtrip,1458.0,5658.0,3.0,4,48.9868695397,-121.934556412,2020-08-10,15,https://www.wta.org/go-hiking/hikes/boundary-way
3011,Boulder Lake (Olympics),Olympic Peninsula,10.2,roundtrip,2480.0,4300.0,3.0,5,47.9775078,-123.6860602,2020-10-31,29,https://www.wta.org/go-hiking/hikes/boulder-lake-1
3012,Boulder Ridge,North Cascades,,,2700.0,,4.25,4,48.7139833333,-121.690283333,2020-07-16,32,https://www.wta.org/go-hiking/hikes/boulder-ridge
3013,Brown Creek,Olympic Peninsula,0.8,roundtrip,20.0,,3.2,5,47.4121936042,-123.322023729,2020-08-01,4,https://www.wta.org/go-hiking/hikes/brown-creek
3014,Boundary Trail - Pasayten,North Cascades,80.0,one-way,9000.0,7800.0,3.25,4,48.8848396,-119.8666783,2020-08-23,88,https://www.wta.org/go-hiking/hikes/boundary-trail-1
3015,Buck Creek Pass,Central Cascades,19.2,roundtrip,,6000.0,3.86,7,48.0770691,-120.8578772,2020-08-28,131,https://www.wta.org/go-hiking/hikes/buck-creek-pass
3016,Big Beaver Trail,North Cascades,24.6,one-way,500.0,1980.0,3.44,9,48.7240592,-121.066395,2021-04-17,97,https://www.wta.org/go-hiking/hikes/big-beaver
3017,Blue Lake High,Central Cascades,,,,,3.5,4,48.0448418,-121.258825,2020-10-09,50,https://www.wta.org/go-hiking/hikes/blue-lake-high
3018,Boardman Lake,North Cascades,2.0,roundtrip,300.0,3050.0,3.53,19,48.0337,-121.6858,2021-04-11,219,https://www.wta.org/go-hiking/hikes/boardman-lake
3019,Black Lake,North Cascades,8.0,roundtrip,780.0,3982.0,2.89,9,48.7830833333,-120.161333333,2020-06-22,35,https://www.wta.org/go-hiking/hikes/black-lake
3020,Billy Goat,North Cascades,9.8,roundtrip,2200.0,6600.0,3.0,5,48.7825357,-120.3178768,2020-09-28,27,https://www.wta.org/go-hiking/hikes/billy-goat
3021,Blue Lake,North Cascades,1.7,roundtrip,300.0,3984.0,4.06,16,48.656539,-121.7722613,2020-08-17,135,https://www.wta.org/go-hiking/hikes/blue-lake-1
3022,Big Four Ice Caves,North Cascades,2.2,roundtrip,220.0,1938.0,3.95,103,48.0659166667,-121.510733333,2021-03-31,677,https://www.wta.org/go-hiking/hikes/big-four-ice-caves
3023,Big Tree Loop,Central Cascades,1.0,roundtrip,,2000.0,3.25,4,47.8603834553,-120.970735755,2019-07-01,2,https://www.wta.org/go-hiking/hikes/big-tree-loop
3024,Beaver Lake,North Cascades,2.0,roundtrip,400.0,5500.0,3.43,7,48.4680653234,-119.883589736,2019-08-04,10,https://www.wta.org/go-hiking/hikes/beaver-lake
3025,Aurora Creek,Olympic Peninsula,6.8,roundtrip,3670.0,4200.0,3.0,4,48.0536153,-123.9892995,2020-12-27,7,https://www.wta.org/go-hiking/hikes/aurora-creek
3026,Barlow Point,North Cascades,2.4,roundtrip,800.0,3200.0,3.54,13,48.0304666667,-121.442933333,2020-10-26,98,https://www.wta.org/go-hiking/hikes/barlow-point
3027,Bagley Lakes,North Cascades,2.0,roundtrip,150.0,4300.0,3.84,19,48.8631799,-121.6793076,2020-11-07,117,https://www.wta.org/go-hiking/hikes/bagley-lakes
3028,West Cady Ridge to Benchmark Mountain,Central Cascades,14.4,roundtrip,3700.0,5816.0,3.5,8,47.9267333333,-121.27705,2020-08-15,164,https://www.wta.org/go-hiking/hikes/benchmark-mountain
3029,Beezley Hills Preserve,Central Washington,2.3,roundtrip,400.0,1750.0,2.3,10,47.3186,-119.7998,2021-01-18,28,https://www.wta.org/go-hiking/hikes/beezley-hills-preserve
3030,Bear Lake,North Cascades,0.8,roundtrip,75.0,,3.09,11,48.0598187,-121.7370466,2021-03-18,77,https://www.wta.org/go-hiking/hikes/bear-lake-2
3031,Bedal Basin,North Cascades,5.2,roundtrip,1900.0,4700.0,2.0,7,48.070136,-121.375279,2019-10-19,40,https://www.wta.org/go-hiking/hikes/bedal-creek
3032,Baldy,Olympic Peninsula,7.2,roundtrip,3800.0,6827.0,3.57,7,47.8828894933,-123.142729497,2020-12-06,61,https://www.wta.org/go-hiking/hikes/baldy
3033,Batey-Bould,Eastern Washington,38.2,roundtrip,2000.0,4400.0,2.75,4,48.37111111,-117.3722222,2018-02-15,1,https://www.wta.org/go-hiking/hikes/batey-bould
3034,Bald Eagle Mountain,Central Cascades,13.6,one-way,3800.0,5800.0,1.5,4,48.00125,-121.294033333,2020-10-09,61,https://www.wta.org/go-hiking/hikes/bald-eagle-mountain
3035,Bead Lake,Eastern Washington,11.4,roundtrip,400.0,,3.71,7,48.2896558,-117.1075482,2021-01-23,35,https://www.wta.org/go-hiking/hikes/bead-lake
3036,Keechelus Ridge Snowshoe,Snoqualmie Region,6.4,roundtrip,2100.0,4900.0,1.4,5,47.322505128,-121.323866844,2021-01-15,40,https://www.wta.org/go-hiking/hikes/keechelus-ridge-snowshoe
3038,Jungle Creek,Snoqualmie Region,,,,,2.25,4,47.341372,-120.9032093,2020-12-29,43,https://www.wta.org/go-hiking/hikes/jungle-creek
3040,Jordan Creek,South Cascades,,,,,2.75,4,46.5077266809,-121.580629349,2020-09-04,9,https://www.wta.org/go-hiking/hikes/jordon-creek
3047,Jack Creek,Central Cascades,,,,,4.25,4,47.6060364552,-120.918544158,2020-09-06,45,https://www.wta.org/go-hiking/hikes/jack-creek
3051,Icicle Gorge View Trail,Central Cascades,2.25,roundtrip,200.0,2900.0,4.5,2,47.60855,-120.894533333,2020-08-21,22,https://www.wta.org/go-hiking/hikes/icicle-gorge-view-trail
3052,Index Creek,Central Cascades,,,,,3.5,4,47.679258345,-120.869865417,2019-07-06,8,https://www.wta.org/go-hiking/hikes/index-creek
3054,Ipsut Falls,Mount Rainier Area,11.4,roundtrip,300.0,2650.0,3.12,8,46.9770833333,-121.831533333,2021-04-11,23,https://www.wta.org/go-hiking/hikes/ipsut-falls
3056,Ipsut Pass,Mount Rainier Area,8.0,roundtrip,2800.0,5150.0,3.2,5,46.9770833333,-121.831533333,2020-08-24,42,https://www.wta.org/go-hiking/hikes/ipsut-pass
3060,Horton Butte,Central Cascades,,,,,3.5,4,48.1459705,-120.494539,2010-05-22,2,https://www.wta.org/go-hiking/hikes/horton-butte
3061,Indian Heaven,South Cascades,,,,,2.29,7,46.0938290195,-121.768341064,2020-09-01,53,https://www.wta.org/go-hiking/hikes/indian-heaven
3064,Independence Pass Loop,South Cascades,8.0,roundtrip,300.0,4500.0,3.0,5,46.30445,-122.0819,2020-10-31,19,https://www.wta.org/go-hiking/hikes/independence-pass
3065,Indian Creek Snowshoe,Snoqualmie Region,14.0,roundtrip,1300.0,3600.0,3.5,2,47.3016947,-120.854508,2020-02-22,3,https://www.wta.org/go-hiking/hikes/indian-creek-snowshoe
3067,Labyrinth Mountain,Central Cascades,,,,,3.0,5,47.8278505459,-121.03032589,2020-11-21,53,https://www.wta.org/go-hiking/hikes/labyrinth-mountain
3069,Lake Clarice,Central Cascades,,,,,2.0,4,47.5421035,-121.0942685,2018-07-20,4,https://www.wta.org/go-hiking/hikes/lake-clarice
3072,Lake Creek,Central Cascades,,,,,2.5,4,47.9182,-121.085933333,,0,https://www.wta.org/go-hiking/hikes/lake-creek
3073,Kettle Creek,South Cascades,,,,,4.5,4,46.9437149,-121.3272549,2017-08-09,10,https://www.wta.org/go-hiking/hikes/kettle-creek
3074,Alaska Lake Snowshoe,Snoqualmie Region,12.0,roundtrip,1600.0,4200.0,3.33,3,47.4016512,-121.3736105,2016-06-04,5,https://www.wta.org/go-hiking/hikes/alaska-lake-snowshoe
3077,Allen Mountain,South Cascades,,,,,4.0,6,46.6563882016,-121.843357086,2020-07-03,8,https://www.wta.org/go-hiking/hikes/allen-mountain
3079,Palouse to Cascades Trail - Army East,Central Washington,8.0,roundtrip,500.0,1500.0,2.5,4,46.843727,-119.9643955,2020-06-21,7,https://www.wta.org/go-hiking/hikes/palouse-to-cascades-trail-army-east
3080,Spring Creek - Green Mountain,South Cascades,8.2,roundtrip,1200.0,5107.0,3.4,5,46.3305,-121.574,2017-07-05,1,https://www.wta.org/go-hiking/hikes/spring-creek-green-mountain
3082,Tin Can Gap,North Cascades,12.0,roundtrip,2800.0,5800.0,3.86,7,48.1937333333,-121.7716,2020-10-03,22,https://www.wta.org/go-hiking/hikes/tin-can-gap
3084,Lake Edna,Central Cascades,12.5,roundtrip,4500.0,6735.0,2.5,4,47.60855,-120.882033333,2020-09-27,56,https://www.wta.org/go-hiking/hikes/lake-edna
3085,Kraus Ridge,South Cascades,8.8,roundtrip,1570.0,2370.0,2.0,4,46.464933,-121.897383,2019-08-06,4,https://www.wta.org/go-hiking/hikes/kraus-ridge
3087,Klahhane Ridge Snowshoe,Olympic Peninsula,4.0,roundtrip,1500.0,6080.0,2.0,2,47.9837991,-123.4524399,2020-02-22,4,https://www.wta.org/go-hiking/hikes/klahhane-ridge-snowshoe
3089,Kennedy Hotsprings,Central Cascades,,,,,3.4,5,48.1549333333,-121.266233333,2020-09-08,15,https://www.wta.org/go-hiking/hikes/kennedy-hotsprings
3094,Jefferson Lake,Olympic Peninsula,,,,,2.75,4,47.6369678649,-123.190796301,2020-08-01,5,https://www.wta.org/go-hiking/hikes/jefferson-lake
3096,Union Creek,Mount Rainier Area,4.5,roundtrip,900.0,4035.0,3.0,8,46.9325537939,-121.359422067,2020-07-19,51,https://www.wta.org/go-hiking/hikes/union-creek
3097,Tyler Peak Trail,Olympic Peninsula,,,3000.0,6364.0,0.0,0,47.882321,-123.14357,2020-12-06,17,https://www.wta.org/go-hiking/hikes/tyler-peak-trail
3098,Wallula Gap Overlook,Central Washington,,,,,2.0,2,46.0635159504,-118.953186683,2019-12-18,11,https://www.wta.org/go-hiking/hikes/wallula-gap
3099,Waptus River,Snoqualmie Region,22.0,roundtrip,700.0,3100.0,3.4,10,47.409172,-121.103769,2020-10-15,202,https://www.wta.org/go-hiking/hikes/waptus-river
3100,Welch Peaks,Olympic Peninsula,9.0,roundtrip,3300.0,6100.0,5.0,2,47.8592457582,-123.01202774,2020-06-29,17,https://www.wta.org/go-hiking/hikes/welch-peaks
3101,Wagon Road Trail,Snoqualmie Region,2.0,roundtrip,,,3.67,6,47.4130493514,-121.441700638,2020-09-05,32,https://www.wta.org/go-hiking/hikes/wagon-road-1
3102,Twisp River Rearing Ponds,North Cascades,1.0,roundtrip,,,4.0,1,48.3657243883,-120.132263659,2020-10-11,5,https://www.wta.org/go-hiking/hikes/twisp-river-rearing-ponds
3103,Vendovi Island Trails,Puget Sound and Islands,3.0,roundtrip,100.0,,4.0,1,48.6083979256,-122.608795166,2015-08-22,2,https://www.wta.org/go-hiking/hikes/vendovi-island-trails
3104,Washington Park Arboretum,Puget Sound and Islands,5.0,roundtrip,50.0,150.0,3.4,10,47.641566895,-122.290534973,2021-04-07,84,https://www.wta.org/go-hiking/hikes/washington-park-arboretum
3105,Web Mountain,Snoqualmie Region,,,,5335.0,3.67,3,47.4344663676,-121.636917118,2021-04-07,44,https://www.wta.org/go-hiking/hikes/webb-mountain
3106,Wedge Mountain,Central Cascades,2.0,roundtrip,2400.0,6900.0,3.67,3,47.481016589,-120.682067871,2020-07-11,40,https://www.wta.org/go-hiking/hikes/wedge-mtn
3107,Voodoo Peak,North Cascades,,,,5198.0,0.0,0,48.1723013,-121.584729,2011-08-13,1,https://www.wta.org/go-hiking/hikes/voodoo-peak
3108,Wenaha River Trail,Eastern Washington,29.9,one-way,2500.0,4000.0,4.0,1,45.947522,-117.454447,2021-04-18,25,https://www.wta.org/go-hiking/hikes/wenaha-river-trail-3106
