,Unnamed: 0,title,Unnamed: 2,riding area,rating,distance,descent,climb,popularity_score
21,,north rd  trail,,Tolt MacDonald Park,,956 ft,-37 ft,,90
22,,ravenna creek traverse   south side,,Ravenna Park,,"4,625 ft",-128 ft,30 ft,90
23,,main line,,The Kettles Trails,,"4,084 ft",-113 ft,199 ft,90
24,,elevator,,Cherry Valley,,"2,195 ft",,223 ft,90
25,,pr2,,Port Orchard,,755 ft,,36 ft,90
26,,ogxc,,Tolt MacDonald Park,,"1,519 ft",-9 ft,6 ft,90
27,,burt s,,Sage Hills,,1 mile,-479 ft,14 ft,90
28,,105,,Anacortes Community Forest Lands,,"2,012 ft",-38 ft,100 ft,90
29,,wally world,,Banner Forest,,"3,092 ft",-85 ft,77 ft,90
30,,lower powerline trail,,Tolt Pipeline,,3 miles,-592 ft,445 ft,90
31,,100,,Anacortes Community Forest Lands,,1 mile,-119 ft,130 ft,90
32,,gloworm,,Tapeworm,,604 ft,,,90
33,,badger,,Tolt MacDonald Park,,756 ft,-79 ft,,90
34,,espresso shot,,Montesano City Forest,,"1,013 ft",-25 ft,16 ft,90
35,,ridge access trail north,,Japanese Gulch,,886 ft,-5 ft,33 ft,90
36,,high lead,,North Mountain,,745 ft,,23 ft,90
37,,bowfinger,,North Slope Trails,,"1,693 ft",-308 ft,,90
38,,greenline trail,,Capitol Forest,,5 miles,"-1,924 ft",187 ft,90
39,,vulture gulch,,Squilchuck State Park,,1 mile,-432 ft,446 ft,90
40,,skid row,,Japanese Gulch,,591 ft,-126 ft,,90
41,,236,,Anacortes Community Forest Lands,,897 ft,-2 ft,64 ft,90
42,,the hood,,Port Gamble Forest Heritage Park,,"2,490 ft",-160 ft,,90
43,,glacier view,,Sage Hills,,2 miles,-581 ft,143 ft,90
44,,homestead connector,,Sage Hills,,"1,716 ft",-8 ft,128 ft,90
45,,108,,Anacortes Community Forest Lands,,"2,887 ft",-85 ft,69 ft,90
46,,creature comfort,,Squilchuck State Park,,2 miles,-497 ft,187 ft,90
47,,126,,Anacortes Community Forest Lands,,"2,063 ft",-96 ft,92 ft,90
48,,lower apricot crisp,,Sage Hills,,1 mile,-22 ft,345 ft,90
49,,mima falls trail east,,Capitol Forest,,1 mile,-112 ft,205 ft,90
50,,upper exit,,Japanese Gulch,,518 ft,-22 ft,,90
51,,murphy s grade   upper,,Yacolt Burn State Forest,,"4,416 ft",,511 ft,90
52,,heart attack hill,,Dash Point State Park,,"1,009 ft",,108 ft,90
53,,r a j e ,,Japanese Gulch,,771 ft,-24 ft,65 ft,90
54,,heidi creamers raceway,,North SeaTac Park,,"1,263 ft",-13 ft,8 ft,90
55,,excellent,,Spokane,,"2,496 ft",-188 ft,51 ft,90
56,,service road,,Little Mountain Park,,"1,220 ft",-33 ft,,90
57,,uplands loop connect,,Saltese Conservation Area,,801 ft,-6 ft,11 ft,90
58,,se 276th,,Henry's Ridge Open Space,,778 ft,-59 ft,,90
59,,pnwheel,,Tokul East,,"2,008 ft",-335 ft,,90
60,,matt s fav short detour,,Redmond Watershed Preserve,,487 ft,-40 ft,17 ft,90
61,,hill street blue,,Japanese Gulch,,"2,077 ft",-32 ft,31 ft,90
62,,snake,,Henry's Ridge Open Space,,"2,005 ft",-184 ft,44 ft,90
63,,log jam,,Dash Point State Park,,"3,429 ft",-199 ft,60 ft,90
64,,chute,,Lacamas Park,,"1,982 ft",-100 ft,,90
65,,artificial high,,Beacon Hill,,"1,735 ft",-208 ft,,90
66,,outer space,,Hartman Park,,640 ft,,2 ft,90
67,,high life,,Galbraith,,"2,021 ft",,97 ft,90
68,,dual slalom,,Beacon Hill,,794 ft,-96 ft,,90
69,,tiki,,Lacamas Park,,"1,634 ft",-81 ft,2 ft,90
70,,trail,,North SeaTac Park,,407 ft,-17 ft,,90
71,,russell hustle,,North SeaTac Park,,643 ft,-2 ft,3 ft,90
72,,trail,,North SeaTac Park,,860 ft,,18 ft,90
73,,fun connector,,Galbraith,,"1,473 ft",-13 ft,26 ft,90
74,,tapeworm,,Tapeworm,,2 miles,-166 ft,165 ft,90
75,,banzai kitten,,Beacon Hill,,"2,543 ft",-31 ft,77 ft,90
76,,downhell,,Port Gamble Forest Heritage Park,,"3,317 ft",-159 ft,29 ft,90
77,,viper,,Henry's Ridge Open Space,,"2,365 ft",-67 ft,19 ft,90
78,,wishbone,,Lord Hill Regional Park,,"1,306 ft",-151 ft,,90
79,,sasquatch,,Black Diamond Open Space,,2 miles,-64 ft,72 ft,90
80,,python,,Henry's Ridge Open Space,,"3,264 ft",-112 ft,53 ft,90
81,,flowtron 3000,,Tokul East,,"3,793 ft",-312 ft,17 ft,90
82,,lightning trail,,Soaring Eagle Park,,"3,245 ft",-43 ft,102 ft,90
83,,kathleen,,Black Diamond Open Space,,"3,478 ft",-67 ft,64 ft,90
84,,goldeneye,,Lord Hill Regional Park,,"1,869 ft",-118 ft,81 ft,90
85,,lower old school,,Beacon Hill,,959 ft,-125 ft,19 ft,90
86,,do loop,,Soaring Eagle Park,,"1,909 ft",-18 ft,67 ft,90
87,,trials,,Summit Ridge,,619 ft,-32 ft,28 ft,90
88,,brer rabbit,,Galbraith,,"1,996 ft",-43 ft,14 ft,90
89,,dirt jumps,,North SeaTac Park,,435 ft,-23 ft,7 ft,90
90,,hop scotch,,Galbraith,,817 ft,-19 ft,22 ft,90
91,,bottle opener,,Galbraith,,"2,949 ft",-42 ft,86 ft,90
92,,ewok village,,Galbraith,,"1,711 ft",-14 ft,97 ft,90
93,,arroyo from california,,Chuckanut Mountain,,758 ft,,76 ft,90
94,,mali,,Galbraith,,"1,386 ft",-89 ft,,90
95,,hitching post,,Tokul East,,587 ft,,101 ft,90
96,,cedar jumps climb,,Galbraith,,"2,570 ft",-11 ft,133 ft,90
97,,oly,,Galbraith,,"2,399 ft",-121 ft,38 ft,90
98,,out chute,,Tokul West,,703 ft,-136 ft,4 ft,90
99,,das auto bahn,,Galbraith,,"1,777 ft",-156 ft,8 ft,90
0,,cougar,,Galbraith,,"1,848 ft",-81 ft,24 ft,90
1,,evolution alt,,Galbraith,,486 ft,-97 ft,2 ft,90
2,,three pigs,,Galbraith,,1 mile,-47 ft,489 ft,90
3,,tough love,,Galbraith,,"4,699 ft",-48 ft,290 ft,90
4,,double black diamond,,Chuckanut Mountain,,1 mile,-925 ft,,90
5,,wonderland  lower ,,Galbraith,,"2,782 ft",-151 ft,57 ft,90
6,,rock and roll,,Galbraith,,"3,440 ft",-104 ft,40 ft,90
7,,lost giants,,Galbraith,,"1,827 ft",-23 ft,42 ft,90
8,,unknown,,St. Edward State Park,,698 ft,-25 ft,60 ft,90
9,,small fryes extension,,Tokul West,,860 ft,-45 ft,27 ft,90
10,,juanita trail,,St. Edward State Park,,"1,631 ft",-56 ft,129 ft,90
11,,middletown,,Big Finn Hill Park,,537 ft,-7 ft,33 ft,90
12,,double black walk up,,Chuckanut Mountain,,456 ft,,53 ft,90
13,,tnt,,Swan Creek Park,,807 ft,-33 ft,,90
14,,multi use connector,,Raging River State Forest,,335 ft,-16 ft,11 ft,90
15,,light rail,,Swan Creek Park,,876 ft,-34 ft,24 ft,90
16,,movin  on,,Duthie Hill Mountain Bike Park,,"4,459 ft",-88 ft,68 ft,90
17,,ryan s eternal flow line,,Duthie Hill Mountain Bike Park,,"1,519 ft",-117 ft,20 ft,90
18,,patrick s way,,Trillium Community Forest,,2 miles,-356 ft,53 ft,95
19,,river front trail,,Castle Rock,,3 miles,-15 ft,41 ft,95
20,,doggy delight,,The Sage,,"1,542 ft",-101 ft,,95
21,,forest park trail,,Forest Park,,404 ft,,,95
22,,half mile loop,,Reiter Foothills,,"2,385 ft",,191 ft,95
23,,hole in the wall to pumphouse connector,,Vantage,,3 miles,-73 ft,535 ft,95
24,,slalom,,Wallula Scablands,,"3,409 ft",-196 ft,30 ft,95
25,,ferry county rail trail,,Ferry County Rail Trail,,"4,855 ft",-19 ft,9 ft,95
26,,lonesome juniper,,Wallula Scablands,,"3,520 ft",-97 ft,82 ft,95
27,,wild horse tour trail,,Wild Horse Wind Facility,,"1,145 ft",-5 ft,5 ft,95
28,,tiger loop,,Frater Lake,,"3,953 ft",-34 ft,54 ft,95
29,,trunkline,,Wallula Scablands,,2 miles,-41 ft,608 ft,95
30,,taneum lake trail,,Taneum Canyon,,"4,171 ft",-226 ft,83 ft,95
31,,she s a pitch    ,,West Shelton,,"1,465 ft",-5 ft,107 ft,95
32,,windfall ridge,,Maxwelton,,"1,007 ft",-14 ft,30 ft,95
33,,golden tiger trail,,Ferry County Rail Trail,,2 miles,-35 ft,16 ft,95
34,,grandview trail,,Chambers Creek Regional Park,,1 mile,-6 ft,35 ft,95
35,,strawberry island loop,,North Bonneville,,1 mile,-18 ft,6 ft,95
36,,south fork  946,,Naches,,3 miles,"-1,593 ft",114 ft,95
37,,council bluff trail  117,,Dark Divide,,"1,493 ft",-28 ft,222 ft,95
38,,deer trail 173alt,,Silver Star Scenic Area,,"1,703 ft",-412 ft,,95
39,,dnr connector trail,,Port Ludlow Timberton Trails,,509 ft,,32 ft,95
40,,wind tunnel way,,Lake Easton State Park,,"1,434 ft",,25 ft,95
41,,lower taylor ridge,,North Kettle Crest,,6 miles,"-3,151 ft",367 ft,95
42,,lake creek trail  1443,,Mad River - Entiat,,10 miles,-165 ft,"4,552 ft",95
43,,tieton river trail,,Tieton River Trail,,4 miles,-358 ft,779 ft,95
44,,big creek trail  252,,Osborne Mountain,,2 miles,-603 ft,"1,250 ft",95
45,,quartz creek connector,,Dark Divide,,"5,140 ft",-191 ft,76 ft,95
46,,connector,,Salmon La Sac,,"1,873 ft",-34 ft,,95
47,,westlake,,Bennington Lake,,"4,393 ft",-57 ft,,95
48,,little bald mountain  961,,Little Bald Mountain,,10 miles,"-4,452 ft","1,641 ft",95
49,,reade hill trail,,Reade Hill,,1 mile,-30 ft,365 ft,95
50,,hamilton peak  109,,Dark Divide,,1 mile,,488 ft,95
51,,pyramid mountain peak trail  1441,,Mad River - Entiat,,3 miles,-274 ft,"1,623 ft",95
52,,lake easton west trail,,Lake Easton State Park,,"3,658 ft",-19 ft,5 ft,95
53,,taneum ridge roller  1363,,Taneum Canyon,,2 miles,-927 ft,108 ft,95
54,,eddy,,Silver Firs Trails,,646 ft,,,95
55,,chikamin tie trail  1561,,Mad River - Entiat,,2 miles,-11 ft,"1,024 ft",95
56,,sunrise trail  262,,Dark Divide,,1 mile,-383 ft,86 ft,95
57,,bead lake east shoreline,,Bead Lake,,5 miles,"-2,479 ft","2,562 ft",95
58,,mad river  alder to mad lake ,,Mad River - Entiat,,"1,578 ft",,29 ft,95
59,,alec creek 80b,,Dark Divide,,"1,772 ft",-23 ft,107 ft,95
60,,angle lane,,Fort Steilacoom Park,,"2,106 ft",,,95
61,,fresh track,,Colville Mountain,,1 mile,-287 ft,56 ft,95
62,,powerline access,,Colville Mountain,,"3,524 ft",-239 ft,,95
63,,access road,,Teanaway Community Forest,,"2,285 ft",,28 ft,95
64,,cass path,,Lee Memorial Forest,,"1,335 ft",-102 ft,6 ft,95
65,,tcf trail 3,,Teanaway Community Forest,,"1,734 ft",-102 ft,3 ft,95
66,,day care,,Dockton Forest,,341 ft,-3 ft,,95
67,,manzanita trail,,Miller Peninsula State Park,,3 miles,-206 ft,359 ft,95
68,,boulder de roux trail  1392,,Teanaway,,4 miles,"-1,857 ft",77 ft,95
69,,bumpy monkey,,Dockton Forest,,"1,138 ft",-88 ft,,95
70,,silent alder,,Port Townsend,,"4,003 ft",-71 ft,63 ft,95
71,,trailhead loop,,Miller Peninsula State Park,,"3,544 ft",-190 ft,44 ft,95
72,,trail,,Ancient Lakes,,"1,388 ft",-3 ft,20 ft,95
73,,esmeralda basin  1394,,Teanaway,,4 miles,-963 ft,"1,796 ft",95
74,,ufo,,Dockton Forest,,"1,260 ft",-52 ft,,95
75,,jungle hill,,Central Kettle Crest,,3 miles,"-2,332 ft",154 ft,95
76,,sticks,,Moss Lake,,889 ft,-38 ft,4 ft,95
77,,mr  hyde,,Dockton Forest,,"1,916 ft",-93 ft,16 ft,95
78,,bird meadow,,Newberry Hill Heritage Park,,"1,893 ft",-20 ft,4 ft,95
79,,lower lewis falls access trail,,Lewis River,,2 miles,-32 ft,135 ft,95
80,,sandstone slab,,Teanaway Community Forest,,"1,657 ft",-314 ft,,95
81,,adenauer forst,,Teanaway Community Forest,,"3,704 ft",-439 ft,106 ft,95
82,,sandstone slab connector,,Teanaway Community Forest,,"1,203 ft",-25 ft,63 ft,95
83,,boundary trail,,North Kitsap Heritage Park,,814 ft,-73 ft,,95
84,,cheese rock,,Teanaway Community Forest,,"1,650 ft",-5 ft,119 ft,95
85,,turbo bacon,,Silver Firs Trails,,"1,496 ft",,18 ft,95
86,,feeder line,,Dockton Forest,,764 ft,-8 ft,,95
87,,wildcat trail,,Green Mountain,,4 miles,"-1,164 ft",211 ft,95
88,,tricholoma,,Putney Woods / Metcalf Trust Trails,,945 ft,,31 ft,95
89,,lulu s lane,,Putney Woods / Metcalf Trust Trails,,"1,570 ft",-48 ft,14 ft,95
90,,rusty gate,,Boxley Creek,,663 ft,,,95
91,,foggy dew trail  417,,Angels Staircase / Uno Peak,,5 miles,-10 ft,"2,527 ft",95
92,,diamond point trail,,Miller Peninsula State Park,,"3,132 ft",-135 ft,13 ft,95
93,,more cowbell,,Sun Mountain,,2 miles,-774 ft,55 ft,95
94,,imby,,Manastash Ridge Area Trails,,4 miles,-53 ft,"1,394 ft",95
95,,lower uproot,,Dry Hill,,"3,996 ft",,252 ft,95
96,,dog patch,,Gibbs Lake,,"2,352 ft",,60 ft,95
97,,little north beach,,Deception Pass State Park,,"1,030 ft",-25 ft,143 ft,95
98,,smith creek trail,,Mt. St. Helens National Volcanic Monument,,11 miles,"-3,274 ft","1,809 ft",95
99,,strange days,,Newberry Hill Heritage Park,,1 mile,-22 ft,19 ft,95
0,,two way multi use  lower ,,Cheasty Trails & Bike Park,,597 ft,,75 ft,95
1,,beehive,,Shelton View Forest,,705 ft,-63 ft,4 ft,95
2,,angels staircase  1259 21,,Angels Staircase / Uno Peak,,1 mile,-973 ft,,95
3,,summit trail,,Angels Staircase / Uno Peak,,2 miles,-141 ft,643 ft,95
4,,noble knob trail,,410 / Mount Rainier North,,3 miles,-453 ft,553 ft,95
5,,east uplands   north loop,,Cowichie Canyon Recreation Area,,"2,215 ft",-6 ft,54 ft,95
6,,middle uproot  climb trail ,,Dry Hill,,2 miles,-28 ft,756 ft,95
7,,big dipper,,Tolt MacDonald Park,,817 ft,-58 ft,,95
8,,stone mill loop,,Whipple Creek Park,,"4,186 ft",-27 ft,92 ft,95
9,,bobcat,,Dry Hill,,"1,147 ft",-251 ft,,95
10,,poltergeist,,Beezley Hill,,"2,810 ft",-93 ft,94 ft,95
11,,sewer line,,Green River Community College,,"1,014 ft",,35 ft,95
12,,north potholes,,Ancient Lakes,,2 miles,-169 ft,68 ft,95
13,,braided trail,,State Patrol Trails,,"1,397 ft",-124 ft,,95
14,,out of knowhere,,Moss Lake,,"1,453 ft",-17 ft,16 ft,95
15,,olympic discovery  west central ,,Olympic Discovery,,23 miles,"-2,655 ft","2,953 ft",95
16,,sundance,,#2 Canyon,,3 miles,-844 ft,170 ft,95
17,,outback,,Echo Ridge,,4 miles,-310 ft,473 ft,95
18,,uphill to jump line,,Colville Trails,,551 ft,,26 ft,95
19,,white river trail  palisades to ranger ,,410 / Mount Rainier North,,2 miles,-567 ft,562 ft,95
20,,brazilian,,Dry Hill,,"3,433 ft",-269 ft,65 ft,95
21,,rabbit hole,,Whipple Creek Park,,"1,801 ft",-22 ft,,95
22,,middle white knuckle,,Dry Hill,,"1,143 ft",-265 ft,,95
23,,camptown,,Dry Hill,,564 ft,-91 ft,,95
24,,gunsmoke,,Manastash Ridge Area Trails,,2 miles,-91 ft,316 ft,95
25,,hilltop,,Bainbridge Island,,"3,470 ft",-42 ft,240 ft,95
26,,sacajawea link,,Chamna Natural Preserve,,"1,749 ft",-15 ft,15 ft,95
27,,motoguzzi,,Dry Hill,,765 ft,-239 ft,,95
28,,mcredmond,,Bainbridge Island,,"2,138 ft",-92 ft,63 ft,95
29,,liberty lake west connector,,Liberty Lake County Park,,"4,078 ft",-57 ft,142 ft,95
30,,east peak,,#2 Canyon,,666 ft,,49 ft,95
31,,beer can,,Roslyn Urban Forest,,2 miles,"-1,183 ft",4 ft,95
32,,lot to lot,,Echo Ridge,,"1,403 ft",-89 ft,20 ft,95
33,,chin biter,,Manastash Ridge Area Trails,,2 miles,-483 ft,19 ft,95
34,,grand drop,,Echo Ridge,,"1,784 ft",-24 ft,110 ft,95
35,,high traverse,,The Kettles Trails,,"2,383 ft",-91 ft,19 ft,95
36,,roy evans,,The Kettles Trails,,"2,359 ft",-104 ft,88 ft,95
37,,wild turkey,,Sun Mountain,,1 mile,-648 ft,,95
38,,old gold creek,,Green Mountain,,664 ft,,45 ft,95
39,,everson s cutoff,,Whipple Creek Park,,"1,144 ft",-2 ft,18 ft,95
40,,wayne s world,,Dry Hill,,"1,424 ft",-238 ft,,95
41,,upper frisky,,Manastash Ridge Area Trails,,"3,691 ft",-171 ft,103 ft,95
42,,lower pro,,Dry Hill,,"1,142 ft",-211 ft,,95
43,,coal mines trail,,Cle Elum,,1 mile,,92 ft,95
44,,loowit  216  ape canyon   windy,,Mt. St. Helens National Volcanic Monument,,4 miles,-590 ft,739 ft,95
45,,collin creek trail,,Redmond Watershed Preserve,,"4,173 ft",-68 ft,55 ft,95
46,,joel s trail,,Montesano City Forest,,"1,465 ft",-140 ft,2 ft,95
47,,feel the paine,,Japanese Gulch,,869 ft,-56 ft,48 ft,95
48,,toothpick,,Tolt MacDonald Park,,"1,919 ft",-30 ft,3 ft,95
49,,big tire,,State Patrol Trails,,1 mile,-272 ft,26 ft,95
50,,jungle trail,,Montesano City Forest,,"2,805 ft",-210 ft,7 ft,95
51,,you re goin down,,Cherry Valley,,"2,769 ft",-211 ft,13 ft,95
52,,sofa kingdom,,#2 Canyon,,"4,393 ft",,196 ft,95
53,,leggo my eggo,,Montesano City Forest,,"1,836 ft",-46 ft,46 ft,95
54,,dumb and dumber,,Rocky Top,,2 miles,-186 ft,218 ft,95
55,,mixtape,,Roslyn,,2 miles,-6 ft,"1,183 ft",95
56,,funner,,Cherry Valley,,"3,241 ft",-183 ft,17 ft,95
57,,mismash,,Port Orchard,,1 mile,-86 ft,77 ft,95
58,,jeff and axels,,Rocky Top,,"2,820 ft",-242 ft,3 ft,95
59,,grancy s run,,Fort Ebey State Park,,899 ft,-12 ft,13 ft,95
60,,trepidation,,Banner Forest,,"3,086 ft",-55 ft,90 ft,95
61,,hokey ka dodo,,Fort Ebey State Park,,"1,289 ft",-113 ft,,95
62,,rosy boys connector,,Leavenworth Ski Hill,,"1,950 ft",-12 ft,93 ft,95
63,,burke gilman to sammamish river trail ,,Bothell,,6 miles,-225 ft,220 ft,95
64,,4th of july,,Roslyn,,1 mile,-34 ft,199 ft,95
65,,candy mountain,,Richland,,2 miles,,547 ft,95
66,,service trail,,Seabrook,,"1,506 ft",,58 ft,95
67,,cliff s trail,,Hospital Hill/Spring Street,,"2,982 ft",,305 ft,95
68,,freund canyon,,Leavenworth Ski Hill,,3 miles,"-1,717 ft",135 ft,95
69,,lizard king,,Port Orchard,,"2,859 ft",-38 ft,37 ft,95
70,,snoqualmie valley trail  carnation to duvall ,,Carnation,,5 miles,-24 ft,19 ft,95
71,,level up,,Capitol Forest,,2 miles,-37 ft,724 ft,95
72,,palouse to cascades state park trail  pcspt    snoqualmie pass,,Snoqualmie Pass,,13 miles,"-1,612 ft",664 ft,95
73,, 4427 traverse to coyote wall,,Syncline,,"4,333 ft",-30 ft,315 ft,95
74,,climb it change upper,,Sun Mountain,,1 mile,-137 ft,617 ft,95
75,,gnome st,,Port Orchard,,820 ft,-37 ft,11 ft,95
76,,rat pac  lower ,,Cle Elum,,"2,047 ft",-112 ft,5 ft,95
77,,dark forest,,Squilchuck State Park,,"4,239 ft",-377 ft,303 ft,95
78,,244,,Anacortes Community Forest Lands,,621 ft,,3 ft,95
79,,stormy,,North Slope Trails,,"2,863 ft",-526 ft,,95
80,,224,,Anacortes Community Forest Lands,,"1,444 ft",-11 ft,21 ft,95
81,,106,,Anacortes Community Forest Lands,,809 ft,-15 ft,49 ft,95
82,,cushman trail  14th to olympic,,Dash Point State Park,,2 miles,-109 ft,56 ft,95
83,,212,,Anacortes Community Forest Lands,,"2,358 ft",-58 ft,66 ft,95
84,,242,,Anacortes Community Forest Lands,,"1,212 ft",-43 ft,40 ft,95
85,,it s a bitch,,Tolt MacDonald Park,,"3,247 ft",-374 ft,34 ft,95
86,,xanadu,,Peshastin,,3 miles,"-1,884 ft",332 ft,95
87,,241,,Anacortes Community Forest Lands,,"2,434 ft",-61 ft,84 ft,95
88,,hippies use the side door,,Manastash Ridge Area Trails,,1 mile,-70 ft,216 ft,95
89,,rabid badger,,Squilchuck State Park,,"1,307 ft",-144 ft,57 ft,95
90,,homestead,,Sage Hills,,2 miles,-738 ft,115 ft,95
91,,rosie boa,,Leavenworth Ski Hill,,2 miles,"-1,063 ft",65 ft,95
92,,wedekind trail,,Capitol Forest,,6 miles,-130 ft,"1,336 ft",95
93,,little moab,,Sage Hills,,"4,682 ft",-267 ft,61 ft,95
94,,quarter sawn,,Japanese Gulch,,"1,306 ft",-8 ft,36 ft,95
95,,4 the boys,,Leavenworth Ski Hill,,2 miles,-71 ft,509 ft,95
96,,powerline regional trail,,Redmond Watershed Preserve,,"4,928 ft",-230 ft,26 ft,95
97,,huff n puff,,Little Mountain Park,,"2,106 ft",,118 ft,95
98,,the gut,,Sage Hills,,"4,377 ft",-302 ft,80 ft,95
99,,woodburn school entrance,,Lacamas Park,,"1,332 ft",-43 ft,,95
0,,sidewinder,,Little Mountain Park,,"2,254 ft",-105 ft,,95
1,,uplands loop,,Saltese Conservation Area,,4 miles,-488 ft,496 ft,95
2,,lower sage,,Sage Hills,,1 mile,-95 ft,258 ft,95
3,,itchy   scratchy,,Lacamas Park,,"2,034 ft",-62 ft,79 ft,95
4,,trail,,North SeaTac Park,,505 ft,-6 ft,,95
5,,sammamish river trail,,Tolt Pipeline,,8 miles,-45 ft,19 ft,95
6,,oly 1,,Lacamas Park,,"1,091 ft",-11 ft,44 ft,95
7,,cfc east,,Lacamas Park,,"1,175 ft",-45 ft,5 ft,95
8,,parasite,,Tapeworm,,"4,488 ft",-86 ft,86 ft,95
9,,no shirts for jim,,North SeaTac Park,,597 ft,-37 ft,,95
10,,stumps,,Port Gamble Forest Heritage Park,,"1,095 ft",-2 ft,60 ft,95
11,,upper springboard,,Lord Hill Regional Park,,"2,044 ft",-162 ft,38 ft,95
12,,blackberry alley,,North SeaTac Park,,475 ft,-11 ft,14 ft,95
13,,south trail,,Soaring Eagle Park,,"1,742 ft",-45 ft,,95
14,,princess trail,,Soaring Eagle Park,,"1,237 ft",-8 ft,31 ft,95
15,,simple tools,,Beacon Hill,,"5,090 ft",-76 ft,346 ft,95
16,,lower springboard,,Lord Hill Regional Park,,"1,342 ft",-71 ft,,95
17,,upper beaver tracks,,Henry's Ridge Open Space,,"3,899 ft",-301 ft,174 ft,95
18,,h p connector,,Galbraith,,571 ft,,26 ft,95
19,,ewe tube,,Lord Hill Regional Park,,"1,007 ft",-69 ft,,95
20,,bottleneckers point,,North SeaTac Park,,620 ft,,10 ft,95
21,,tiny tots,,Beacon Hill,,748 ft,-31 ft,,95
22,,upchuck,,Beacon Hill,,4 miles,-135 ft,781 ft,95
23,,140th,,North SeaTac Park,,618 ft,-34 ft,2 ft,95
24,,up 2 something,,Galbraith,,"4,797 ft",,317 ft,95
25,,evil twin,,Beacon Hill,,"4,157 ft",-284 ft,34 ft,95
26,,sting r,,Henry's Ridge Open Space,,"1,460 ft",-9 ft,8 ft,95
27,,pine loop,,Beacon Hill,,"1,538 ft",-34 ft,38 ft,95
28,,exodus,,Summit Ridge,,"2,228 ft",-139 ft,99 ft,95
29,,between two fernz,,Tokul East,,"2,247 ft",-346 ft,2 ft,95
30,,goose chase,,Tokul East,,"2,507 ft",-455 ft,17 ft,95
31,,cow belle,,Galbraith,,"1,502 ft",-23 ft,5 ft,95
32,,purgatory,,Summit Ridge,,"1,117 ft",-19 ft,96 ft,95
33,,new issues,,Galbraith,,591 ft,-29 ft,,95
34,,crazy ivan,,Tokul East,,"1,742 ft",-230 ft,,95
35,,last frontier,,Tokul East,,"1,417 ft",-169 ft,,95
36,,remaster,,Black Diamond Open Space,,"1,594 ft",-28 ft,27 ft,95
37,,gravity dirt jumps,,Beacon Hill,,374 ft,-18 ft,,95
38,,keystone,,Galbraith,,826 ft,-29 ft,16 ft,95
39,,saints loop,,St. Edward State Park,,"1,097 ft",-94 ft,57 ft,95
40,,small fryes,,Tokul West,,846 ft,-9 ft,23 ft,95
41,,double down,,Chuckanut Mountain,,"4,551 ft",-705 ft,,95
42,,scorpion  upper ,,Galbraith,,"1,460 ft",-106 ft,,95
43,,what s this called,,Tokul East,,491 ft,,56 ft,95
44,,mainline,,Big Finn Hill Park,,861 ft,-6 ft,35 ft,95
45,,mt  bike park  big ring ,,Paradise Valley Conservation Area,,"2,487 ft",-5 ft,5 ft,95
46,,fancy switchback,,Galbraith,,404 ft,,23 ft,95
47,,magic log ride,,Big Finn Hill Park,,733 ft,-47 ft,22 ft,95
48,,family fun center,,Galbraith,,"1,693 ft",-44 ft,63 ft,95
49,,tower trail,,Galbraith,,476 ft,-6 ft,,95
50,,tire trail,,Beacon Hill,,"2,201 ft",-221 ft,,95
51,,karma,,Galbraith,,"2,004 ft",-69 ft,2 ft,95
52,,unknown,,St. Edward State Park,,670 ft,-63 ft,12 ft,95
53,,ms fits line,,Gig Harbor,,664 ft,-33 ft,10 ft,95
54,,dragonfly,,Galbraith,,669 ft,,12 ft,95
55,,bob s trail,,Galbraith,,1 mile,-473 ft,,95
56,,jump line  advanced ,,360 Trails,,"1,269 ft",-64 ft,,95
57,,bandito,,Galbraith,,"2,578 ft",-52 ft,85 ft,95
58,,qod alternate climb,,Galbraith,,"2,403 ft",-11 ft,183 ft,95
59,,parking lot connector trail,,Duthie Hill Mountain Bike Park,,"1,470 ft",-31 ft,17 ft,95
60,,quick link,,Tiger Mountain State Forest,,"2,687 ft",-79 ft,245 ft,95
61,,ryan s connector,,Duthie Hill Mountain Bike Park,,979 ft,-44 ft,39 ft,95
62,,connector trail,,Tiger Mountain State Forest,,"1,469 ft",-42 ft,39 ft,95
63,,shedroof divide trail,,Hall-Grassy Divide,,6 miles,"-1,303 ft","1,595 ft",100
64,,whistler canyon trail,,Oroville,,12 miles,-325 ft,"3,517 ft",100
65,,coweeman river trail,,Kelso,,4 miles,-11 ft,8 ft,100
66,,uncle buck,,Trillium Community Forest,,"2,077 ft",-60 ft,,100
67,,main trail,,Al Borlin Park,,"2,992 ft",-6 ft,,100
68,,1146,,Carbonado,,2 miles,-433 ft,266 ft,100
69,,point trail,,Barnum Point County Park,,853 ft,-42 ft,,100
70,,palouse to cascades state park trail  pcspt    tekoa rosalia,,Rosalia,,19 miles,-310 ft,638 ft,100
71,,hello cougar,,Highlands Snow Park,,2 miles,-530 ft,19 ft,100
72,,seaquest  4,,Seaquest State Park,,548 ft,-6 ft,,100
73,,cross island trail,,Camano Island State Park,,"2,707 ft",-6 ft,120 ft,100
74,,east connector,,,,"1,457 ft",-103 ft,,100
75,,forest park trail,,Forest Park,,430 ft,-24 ft,,100
76,,ferry county rail trail,,Ferry County Rail Trail,,3 miles,-326 ft,264 ft,100
77,,oak dr  trail,,Farrell's Marsh,,574 ft,-6 ft,,100
78,,cross island trail,,Cama Beach State Park,,1 mile,-32 ft,93 ft,100
