,Unnamed: 0,title,Unnamed: 2,riding area,rating,distance,descent,climb,popularity_score
87,,loop-4,,Lake Crabtree County Park,,1 mile,-151 ft,142 ft,95
88,,thrift-cove-fs5061--603,,Pisgah Ranger District,,2 miles,-82 ft,760 ft,95
89,,loop-6,,Lake Crabtree County Park,,"2,418 ft",-15 ft,25 ft,95
90,,connector-e,,Lake Crabtree County Park,,"1,955 ft",-40 ft,,95
91,,ingles-field-gap--150,,Bent Creek Experimental Forest,,2 miles,-462 ft,19 ft,95
92,,big-rock-trail,,Dupont State Recreational Forest,,"3,996 ft",-281 ft,10 ft,95
93,,smokey,,U.S. National Whitewater Center,,"2,480 ft",-50 ft,43 ft,95
94,,hard-times-connector--661,,Bent Creek Experimental Forest,,"3,604 ft",-106 ft,126 ft,95
95,,isaac-heath,,Dupont State Recreational Forest,,"2,402 ft",-87 ft,18 ft,95
96,,locust,,Dupont State Recreational Forest,,"2,223 ft",-83 ft,43 ft,95
97,,bike-trail,,Lake Michael,,1 mile,-139 ft,147 ft,100
98,,boyd-street-loop,,Holden Beach,,"3,798 ft",-26 ft,24 ft,100
99,,name-,,Polk County Recreation Complex,,"2,730 ft",-119 ft,81 ft,100
0,,battle-park-loop,,Rocky Mount,,3 miles,-59 ft,55 ft,100
1,,falcon-trail,,Richfield,,3 miles,-160 ft,119 ft,100
2,,ellerbe-creek,,West Point on the Eno,,2 miles,-17 ft,26 ft,100
3,,walasi-trail,,Franklin,,915 ft,-28 ft,2 ft,100
4,,westwood-bike-park,,Mt. Airy,,6 miles,-847 ft,848 ft,100
5,,reservoir-park-loop,,Southern Pines,,2 miles,-59 ft,58 ft,100
6,,fisher-river-park,,Fisher River Park,,5 miles,-828 ft,828 ft,100
7,,the-gobbler,,Piney Knob,,5 miles,-936 ft,956 ft,100
8,,iron-bluff,,Jonesville,,1 mile,-191 ft,182 ft,100
9,,caldwell-station-creek-greenway,,Huntersville,,2 miles,-3 ft,96 ft,100
10,,riding-ford-trail,,Panthertown Valley,,"4,627 ft",-436 ft,47 ft,100
11,,carolina-thread-trail,,Waxhaw,,4 miles,-32 ft,37 ft,100
12,,trail,,The Park at Flat Rock,,853 ft,,,100
13,,lake-trail,,Bass Lake / Sugg Park,,2 miles,-69 ft,83 ft,100
14,,elliot-coues-trail,,Havelock,,3 miles,-33 ft,32 ft,100
15,,signal-hill,,Signal Hill,,3 miles,-334 ft,332 ft,100
16,,possum-shot,,Elkin Creek,,1 mile,-277 ft,243 ft,100
17,,pee-wee-s-loop,,Pee Wee's Mountain Bike Park,,5 miles,-580 ft,580 ft,100
18,,three-humps-trail--485,,Beaverdam,,1 mile,-183 ft,342 ft,100
19,,forney-creek-trail---kathryn-g--clark-segment,,Denver XC Trail,,2 miles,-114 ft,179 ft,100
20,,gateway,,Gateway Trail System,,2 miles,-371 ft,143 ft,100
21,,pyrite-loop-trail,,Medoc Mountain State Park,,5 miles,-329 ft,329 ft,100
22,,harris-creek-horse-trail--204,,Woods Mountain,,3 miles,-341 ft,807 ft,100
23,,yellow-loop,,Richmond Hill,,1 mile,-330 ft,278 ft,100
24,,porta-house-loop,,Cape Fear River Trail,,2 miles,-21 ft,22 ft,100
25,,clayton-river-walk,,Clayton,,4 miles,-26 ft,19 ft,100
26,,dead-fall-trail,,Oak Ridge,,4 miles,-494 ft,485 ft,100
27,,upper-yellow-loop,,Richmond Hill,,1 mile,-192 ft,192 ft,100
28,,mountain-laurel-loop---access,,Raven Rock,,878 ft,-22 ft,11 ft,100
29,,mazeppa-park-trail,,Mazeppa Park,,5 miles,-417 ft,461 ft,100
30,,blue-trail,,Smith Lake,,3 miles,-202 ft,203 ft,100
31,,white-oak-creek--east-,,Cary,,2 miles,-51 ft,91 ft,100
32,,toby-creek-greenway,,Harrisburg Half,,3 miles,-72 ft,20 ft,100
33,,buffalo-creek-park,,Buffalo Creek Park,,3 miles,-920 ft,980 ft,100
34,,dual-slalom,,Lees–McRae College,,490 ft,,27 ft,100
35,,moonshiners-retreat,,Bear Creek Trail System,,945 ft,-12 ft,,100
36,,swan-song-connector,,Watershed Trails,,817 ft,,11 ft,100
37,,east-west-connector,,Lake James State Park,,"1,184 ft",-14 ft,9 ft,100
38,,little-savannah-connector,,WCU Trail System,,"1,497 ft",-79 ft,97 ft,100
39,,turkey-loop,,Salisbury Community Park,,"1,033 ft",-10 ft,3 ft,100
40,,upper-wilson-ridge--269,,Wilson Creek,,3 miles,-742 ft,281 ft,100
41,,whippoorwhirl,,W. Kerr Scott Reservoir,,"4,790 ft",-138 ft,136 ft,100
42,,aww-shucks--4,,Mountain Creek Park,,"2,205 ft",-53 ft,10 ft,100
43,,allison-farms-connector,,Davidson,,430 ft,,2 ft,100
44,,jacob-fork-park-trail,,Jacob’s Fork Park,,2 miles,-288 ft,288 ft,100
45,,connector,,Mountain Creek Park,,548 ft,-17 ft,4 ft,100
46,,the-pit,,Bear Creek Trail System,,"1,276 ft",-8 ft,17 ft,100
47,,perkins-place-loop,,Cub Creek Park,,1 mile,-209 ft,207 ft,100
48,,mayodan-mountain-bike-trail,,Mayodan,,2 miles,-269 ft,269 ft,100
49,,ridge-runner-loop,,Big Branch Bike Park,,4 miles,-170 ft,166 ft,100
50,,boardwalk-loop,,Mountain Island Park,,"1,558 ft",,,100
51,,beginner-ext,,Finch Park,,853 ft,,2 ft,100
52,,brown-mill,,Brown Mill Mountain Bike Trail,,4 miles,-387 ft,385 ft,100
53,,keyauwee,,Uwharrie National Forest,,6 miles,-616 ft,662 ft,100
54,,burrell-s-cove,,Jackrabbit Mountain Bike Trails,,544 ft,-16 ft,6 ft,100
55,,canopy-trail---enduro-line,,Rocky Branch Park,,"4,065 ft",-58 ft,59 ft,100
56,,lake-downfall,,New Light Trails,,1 mile,-137 ft,168 ft,100
57,,walnut-grove-connector,,Brumley Nature Preserve,,915 ft,-3 ft,,100
58,,kernersville-mountain-bike-park,,Kernersville MTB Park,,3 miles,-309 ft,307 ft,100
59,,ground-control,,Moore's Springs Trails,,506 ft,-7 ft,19 ft,100
60,,browns-creek-miniloop,,Brown's Creek Nature Park,,"1,022 ft",-15 ft,8 ft,100
61,,rich-fork-preserve-connector,,Rich Fork Preserve,,"1,013 ft",-43 ft,,100
62,,copperhead-inner-loop,,Brunswick Nature Park,,1 mile,-22 ft,26 ft,100
63,,way-in-way-out-bypass,,New Light Trails,,"2,392 ft",-77 ft,46 ft,100
64,,backside-loop,,Purser-Hulsey Park,,2 miles,-189 ft,200 ft,100
65,,thompson-loop-access,,Tsali Recreation Area,,443 ft,-15 ft,,100
66,,lake-loop-out,,Poston Park,,"4,939 ft",-178 ft,184 ft,100
67,,sullivan-s-waltz,,Fisher Farm Park,,627 ft,-15 ft,,100
68,,shady-side,,Bur-Mil Park,,"5,200 ft",-111 ft,45 ft,100
69,,intermediate-loop--3----4,,Blue Clay Bike Park,,"4,583 ft",-77 ft,67 ft,100
70,,north-central-trail,,Tanglewood Park,,4 miles,-283 ft,282 ft,100
71,,trace-ridge-trail--354,,North Mills River,,3 miles,-933 ft,169 ft,100
72,,walnut-grove-loop,,Brumley Nature Preserve,,"2,769 ft",-17 ft,38 ft,100
73,,monbo-loop,,Lake Norman State Park,,5 miles,-475 ft,475 ft,100
74,,tinker-s-dream,,Fire Mountain Trails,,"4,366 ft",-205 ft,206 ft,100
75,,point-lookout-trail-greenway,,Kitsuma Peak,,4 miles,-9 ft,900 ft,100
76,,black-mountain-trail--middle---127,,Pisgah Ranger District,,2 miles,-651 ft,155 ft,100
77,,blue-heron,,Watershed Trails,,3 miles,-80 ft,81 ft,100
78,,springs-loop,,Lake Hickory Trails,,1 mile,-126 ft,126 ft,100
79,,kingfisher,,Watershed Trails,,2 miles,-76 ft,99 ft,100
80,,buckeye-loop,,Brumley Nature Preserve,,2 miles,-115 ft,155 ft,100
81,,wild-turkey,,Watershed Trails,,4 miles,-248 ft,271 ft,100
82,,spencer-branch--upper---140,,North Mills River,,1 mile,-567 ft,6 ft,100
83,,carolina-thread-connector,,Charlotte,,614 ft,-9 ft,5 ft,100
84,,lake-trail,,Lake Crabtree County Park,,"4,430 ft",-93 ft,73 ft,100
85,,south-main-access,,Charlotte,,500 ft,-40 ft,6 ft,100
86,,bc-skills-adv,,Briar Chapel,,587 ft,-36 ft,,100
87,,connector-d,,Lake Crabtree County Park,,"2,405 ft",-56 ft,43 ft,100
88,,main-loop,,Sherman Branch,,5 miles,-496 ft,499 ft,100
89,,spencer-gap--upper---600,,North Mills River,,2 miles,-19 ft,507 ft,100
90,,grassy-road-trail,,Pisgah Ranger District,,1 mile,-71 ft,312 ft,100
91,,bc-skills-return,,Briar Chapel,,564 ft,,33 ft,100
92,,connector-b,,Lake Crabtree County Park,,"1,039 ft",-12 ft,41 ft,100
93,,north-main-access,,Charlotte,,"1,768 ft",-57 ft,55 ft,100
94,,wolf-branch,,Bent Creek Experimental Forest,,1 mile,-237 ft,,100
95,,black-mountain-trail--lower---127,,Pisgah Ranger District,,1 mile,-563 ft,,100
96,,hickory-mountain-loop,,Dupont State Recreational Forest,,1 mile,-257 ft,261 ft,100
97,,the-jam,,Rocky Knob Park,,682 ft,-20 ft,18 ft,100
98,,panda,,U.S. National Whitewater Center,,1 mile,-20 ft,19 ft,100
99,,hard-times-connector,,Bent Creek Experimental Forest,,413 ft,,,100
